   Elapsed time	   ECG1	   ECG2
       6:06.016	  0.060	 -0.160
       6:06.023	  0.020	 -0.140
       6:06.031	  0.070	 -0.090
       6:06.039	  0.100	  0.040
       6:06.047	  0.180	  0.170
       6:06.055	  0.080	  0.110
       6:06.063	  0.020	  0.170
       6:06.070	 -0.020	  0.040
       6:06.078	 -0.140	 -0.030
       6:06.086	 -0.130	 -0.030
       6:06.094	 -0.120	 -0.090
       6:06.102	 -0.090	 -0.210
       6:06.109	 -0.070	 -0.330
       6:06.117	 -0.110	 -0.290
       6:06.125	 -0.090	 -0.270
       6:06.133	 -0.090	 -0.270
       6:06.141	 -0.070	 -0.470
       6:06.148	  0.240	  0.090
       6:06.156	  0.480	  1.940
       6:06.164	  0.490	  5.070
       6:06.172	 -1.890	  5.110
       6:06.180	 -2.150	  3.740
       6:06.188	 -1.320	 -0.460
       6:06.195	 -1.070	 -0.540
       6:06.203	 -0.370	 -0.390
       6:06.211	 -0.030	 -0.350
       6:06.219	 -0.010	 -0.430
       6:06.227	  0.000	 -0.420
       6:06.234	  0.030	 -0.460
       6:06.242	  0.060	 -0.440
       6:06.250	  0.070	 -0.450
       6:06.258	  0.080	 -0.430
       6:06.266	  0.080	 -0.410
       6:06.273	  0.120	 -0.410
       6:06.281	  0.100	 -0.420
       6:06.289	  0.110	 -0.360
       6:06.297	  0.130	 -0.360
       6:06.305	  0.140	 -0.370
       6:06.313	  0.140	 -0.370
       6:06.320	  0.170	 -0.340
       6:06.328	  0.170	 -0.330
       6:06.336	  0.200	 -0.380
       6:06.344	  0.200	 -0.330
       6:06.352	  0.220	 -0.330
       6:06.359	  0.240	 -0.330
       6:06.367	  0.240	 -0.400
       6:06.375	  0.270	 -0.360
       6:06.383	  0.260	 -0.390
       6:06.391	  0.220	 -0.420
       6:06.398	  0.200	 -0.440
       6:06.406	  0.200	 -0.440
       6:06.414	  0.140	 -0.460
       6:06.422	  0.120	 -0.460
       6:06.430	  0.080	 -0.370
       6:06.438	  0.050	 -0.320
       6:06.445	  0.030	 -0.240
       6:06.453	  0.020	 -0.200
       6:06.461	  0.020	 -0.140
       6:06.469	  0.010	 -0.120
       6:06.477	  0.020	 -0.140
       6:06.484	  0.020	 -0.120
       6:06.492	  0.040	 -0.110
       6:06.500	  0.030	 -0.070
       6:06.508	  0.030	 -0.180
       6:06.516	  0.020	 -0.130
       6:06.523	  0.020	 -0.130
       6:06.531	  0.020	 -0.150
       6:06.539	  0.010	 -0.160
       6:06.547	  0.010	 -0.150
       6:06.555	  0.020	 -0.160
       6:06.563	  0.020	 -0.170
       6:06.570	  0.010	 -0.190
       6:06.578	  0.030	 -0.180
       6:06.586	  0.010	 -0.220
       6:06.594	  0.020	 -0.230
       6:06.602	  0.030	 -0.210
       6:06.609	  0.040	 -0.220
       6:06.617	  0.030	 -0.240
       6:06.625	  0.010	 -0.230
       6:06.633	  0.010	 -0.200
       6:06.641	  0.000	 -0.220
       6:06.648	 -0.010	 -0.240
       6:06.656	 -0.030	 -0.180
       6:06.664	  0.000	 -0.230
       6:06.672	 -0.030	 -0.230
       6:06.680	 -0.040	 -0.190
       6:06.688	 -0.040	 -0.220
       6:06.695	 -0.050	 -0.220
       6:06.703	 -0.050	 -0.240
       6:06.711	 -0.070	 -0.210
       6:06.719	 -0.060	 -0.210
       6:06.727	 -0.040	 -0.240
       6:06.734	 -0.030	 -0.200
       6:06.742	  0.010	 -0.120
       6:06.750	 -0.010	 -0.120
       6:06.758	  0.050	 -0.100
       6:06.766	  0.060	  0.030
       6:06.773	  0.150	  0.250
       6:06.781	  0.110	  0.150
       6:06.789	  0.030	  0.200
       6:06.797	 -0.030	  0.090
       6:06.805	 -0.140	  0.060
       6:06.813	 -0.140	  0.010
       6:06.820	 -0.140	 -0.040
       6:06.828	 -0.130	 -0.160
       6:06.836	 -0.120	 -0.250
       6:06.844	 -0.130	 -0.260
       6:06.852	 -0.150	 -0.220
       6:06.859	 -0.130	 -0.190
       6:06.867	 -0.120	 -0.280
       6:06.875	  0.110	 -0.060
       6:06.883	  0.460	  1.530
       6:06.891	  0.770	  4.760
       6:06.898	 -1.500	  5.110
       6:06.906	 -1.960	  4.450
       6:06.914	 -1.420	  0.110
       6:06.922	 -1.190	 -0.480
       6:06.930	 -0.520	 -0.450
       6:06.938	 -0.130	 -0.260
       6:06.945	 -0.080	 -0.330
       6:06.953	 -0.080	 -0.390
       6:06.961	 -0.040	 -0.400
       6:06.969	 -0.010	 -0.380
       6:06.977	 -0.010	 -0.380
       6:06.984	  0.030	 -0.360
       6:06.992	  0.020	 -0.380
       6:07.000	  0.030	 -0.360
       6:07.008	  0.020	 -0.310
       6:07.016	  0.050	 -0.400
       6:07.023	  0.050	 -0.340
       6:07.031	  0.080	 -0.330
       6:07.039	  0.070	 -0.350
       6:07.047	  0.090	 -0.330
       6:07.055	  0.100	 -0.300
       6:07.063	  0.120	 -0.310
       6:07.070	  0.120	 -0.320
       6:07.078	  0.140	 -0.270
       6:07.086	  0.140	 -0.300
       6:07.094	  0.150	 -0.310
       6:07.102	  0.150	 -0.310
       6:07.109	  0.140	 -0.290
       6:07.117	  0.100	 -0.330
       6:07.125	  0.100	 -0.350
       6:07.133	  0.110	 -0.370
       6:07.141	  0.060	 -0.320
       6:07.148	  0.050	 -0.380
       6:07.156	  0.020	 -0.340
       6:07.164	 -0.010	 -0.250
       6:07.172	 -0.010	 -0.200
       6:07.180	 -0.030	 -0.170
       6:07.188	 -0.040	 -0.150
       6:07.195	 -0.050	 -0.110
       6:07.203	 -0.050	 -0.140
       6:07.211	 -0.050	 -0.150
       6:07.219	 -0.050	 -0.150
       6:07.227	 -0.050	 -0.150
       6:07.234	 -0.050	 -0.190
       6:07.242	 -0.060	 -0.190
       6:07.250	 -0.050	 -0.170
       6:07.258	 -0.050	 -0.200
       6:07.266	 -0.040	 -0.220
       6:07.273	 -0.050	 -0.210
       6:07.281	 -0.040	 -0.180
       6:07.289	 -0.040	 -0.240
       6:07.297	 -0.030	 -0.230
       6:07.305	 -0.040	 -0.200
       6:07.313	 -0.040	 -0.180
       6:07.320	 -0.030	 -0.250
       6:07.328	 -0.020	 -0.210
       6:07.336	 -0.020	 -0.190
       6:07.344	 -0.030	 -0.200
       6:07.352	 -0.020	 -0.200
       6:07.359	 -0.030	 -0.160
       6:07.367	 -0.030	 -0.150
       6:07.375	 -0.060	 -0.200
       6:07.383	 -0.040	 -0.200
       6:07.391	 -0.040	 -0.150
       6:07.398	 -0.080	 -0.190
       6:07.406	 -0.060	 -0.180
       6:07.414	 -0.080	 -0.180
       6:07.422	 -0.070	 -0.190
       6:07.430	 -0.080	 -0.200
       6:07.438	 -0.050	 -0.190
       6:07.445	 -0.020	 -0.110
       6:07.453	 -0.030	 -0.120
       6:07.461	  0.000	 -0.090
       6:07.469	  0.020	  0.000
       6:07.477	  0.130	  0.180
       6:07.484	  0.080	  0.140
       6:07.492	  0.010	  0.150
       6:07.500	 -0.040	  0.120
       6:07.508	 -0.130	  0.010
       6:07.516	 -0.150	  0.000
       6:07.523	 -0.150	 -0.070
       6:07.531	 -0.130	 -0.160
       6:07.539	 -0.150	 -0.220
       6:07.547	 -0.160	 -0.250
       6:07.555	 -0.160	 -0.220
       6:07.563	 -0.160	 -0.220
       6:07.570	 -0.160	 -0.340
       6:07.578	  0.040	 -0.200
       6:07.586	  0.310	  1.160
       6:07.594	  0.610	  4.370
       6:07.602	 -1.060	  5.110
       6:07.609	 -1.780	  4.800
       6:07.617	 -1.440	  0.530
       6:07.625	 -1.110	 -0.490
       6:07.633	 -0.670	 -0.460
       6:07.641	 -0.240	 -0.240
       6:07.648	 -0.130	 -0.330
       6:07.656	 -0.080	 -0.350
       6:07.664	 -0.090	 -0.370
       6:07.672	 -0.030	 -0.340
       6:07.680	 -0.020	 -0.340
       6:07.688	  0.000	 -0.350
       6:07.695	 -0.010	 -0.310
       6:07.703	  0.010	 -0.310
       6:07.711	  0.030	 -0.310
       6:07.719	  0.050	 -0.320
       6:07.727	  0.070	 -0.270
       6:07.734	  0.090	 -0.260
       6:07.742	  0.100	 -0.270
       6:07.750	  0.130	 -0.270
       6:07.758	  0.150	 -0.250
       6:07.766	  0.180	 -0.270
       6:07.773	  0.190	 -0.240
       6:07.781	  0.220	 -0.280
       6:07.789	  0.250	 -0.260
       6:07.797	  0.270	 -0.300
       6:07.805	  0.260	 -0.300
       6:07.813	  0.260	 -0.310
       6:07.820	  0.250	 -0.360
       6:07.828	  0.230	 -0.400
       6:07.836	  0.200	 -0.370
       6:07.844	  0.170	 -0.420
       6:07.852	  0.110	 -0.390
       6:07.859	  0.060	 -0.350
       6:07.867	  0.030	 -0.250
       6:07.875	  0.010	 -0.200
       6:07.883	  0.000	 -0.150
       6:07.891	 -0.020	 -0.080
       6:07.898	 -0.030	 -0.060
       6:07.906	 -0.010	 -0.080
       6:07.914	 -0.030	 -0.090
       6:07.922	 -0.020	 -0.060
       6:07.930	 -0.010	 -0.080
       6:07.938	  0.000	 -0.090
       6:07.945	  0.000	 -0.100
       6:07.953	  0.030	 -0.070
       6:07.961	  0.020	 -0.090
       6:07.969	  0.040	 -0.140
       6:07.977	  0.030	 -0.110
       6:07.984	  0.050	 -0.110
       6:07.992	  0.050	 -0.140
       6:08.000	  0.050	 -0.140
       6:08.008	  0.040	 -0.130
       6:08.016	  0.040	 -0.140
       6:08.023	  0.020	 -0.160
       6:08.031	  0.020	 -0.120
       6:08.039	  0.010	 -0.130
       6:08.047	  0.020	 -0.150
       6:08.055	  0.000	 -0.170
       6:08.063	 -0.010	 -0.130
       6:08.070	 -0.010	 -0.130
       6:08.078	 -0.010	 -0.150
       6:08.086	 -0.030	 -0.120
       6:08.094	 -0.020	 -0.100
       6:08.102	 -0.020	 -0.140
       6:08.109	 -0.040	 -0.160
       6:08.117	 -0.040	 -0.110
       6:08.125	 -0.040	 -0.110
       6:08.133	 -0.040	 -0.110
       6:08.141	  0.010	 -0.070
       6:08.148	  0.030	 -0.040
       6:08.156	  0.020	 -0.010
       6:08.164	  0.060	 -0.020
       6:08.172	  0.120	  0.270
       6:08.180	  0.120	  0.250
       6:08.188	  0.080	  0.230
       6:08.195	  0.000	  0.210
       6:08.203	 -0.080	  0.100
       6:08.211	 -0.130	  0.080
       6:08.219	 -0.120	  0.040
       6:08.227	 -0.110	 -0.080
       6:08.234	 -0.100	 -0.170
       6:08.242	 -0.100	 -0.210
       6:08.250	 -0.100	 -0.220
       6:08.258	 -0.090	 -0.170
       6:08.266	 -0.100	 -0.220
       6:08.273	  0.010	 -0.350
       6:08.281	  0.410	  0.810
       6:08.289	  0.720	  3.820
       6:08.297	 -1.100	  5.110
       6:08.305	 -2.090	  5.110
       6:08.313	 -1.940	  1.600
       6:08.320	 -1.360	 -0.670
       6:08.328	 -0.530	 -0.450
       6:08.336	 -0.170	 -0.240
       6:08.344	 -0.010	 -0.280
       6:08.352	  0.000	 -0.330
       6:08.359	  0.040	 -0.340
       6:08.367	  0.050	 -0.340
       6:08.375	  0.080	 -0.320
       6:08.383	  0.080	 -0.330
       6:08.391	  0.100	 -0.350
       6:08.398	  0.110	 -0.300
       6:08.406	  0.130	 -0.310
       6:08.414	  0.130	 -0.320
       6:08.422	  0.140	 -0.230
       6:08.430	  0.150	 -0.330
       6:08.438	  0.180	 -0.290
       6:08.445	  0.190	 -0.320
       6:08.453	  0.210	 -0.270
       6:08.461	  0.220	 -0.280
       6:08.469	  0.270	 -0.310
       6:08.477	  0.270	 -0.300
       6:08.484	  0.300	 -0.270
       6:08.492	  0.310	 -0.300
       6:08.500	  0.330	 -0.310
       6:08.508	  0.320	 -0.320
       6:08.516	  0.310	 -0.340
       6:08.523	  0.290	 -0.380
       6:08.531	  0.260	 -0.420
       6:08.539	  0.240	 -0.400
       6:08.547	  0.190	 -0.350
       6:08.555	  0.140	 -0.370
       6:08.563	  0.090	 -0.280
       6:08.570	  0.060	 -0.180
       6:08.578	  0.070	 -0.160
       6:08.586	  0.040	 -0.110
       6:08.594	  0.050	 -0.060
       6:08.602	  0.050	 -0.070
       6:08.609	  0.050	 -0.090
       6:08.617	  0.060	 -0.110
       6:08.625	  0.060	 -0.100
       6:08.633	  0.040	 -0.110
       6:08.641	  0.050	 -0.110
       6:08.648	  0.030	 -0.090
       6:08.656	  0.050	 -0.090
       6:08.664	  0.040	 -0.120
       6:08.672	  0.050	 -0.100
       6:08.680	  0.040	 -0.120
       6:08.688	  0.050	 -0.130
       6:08.695	  0.070	 -0.130
       6:08.703	  0.070	 -0.120
       6:08.711	  0.080	 -0.140
       6:08.719	  0.100	 -0.180
       6:08.727	  0.090	 -0.200
       6:08.734	  0.080	 -0.160
       6:08.742	  0.090	 -0.170
       6:08.750	  0.080	 -0.180
       6:08.758	  0.070	 -0.190
       6:08.766	  0.070	 -0.170
       6:08.773	  0.060	 -0.180
       6:08.781	  0.050	 -0.210
       6:08.789	  0.050	 -0.170
       6:08.797	  0.020	 -0.180
       6:08.805	  0.050	 -0.190
       6:08.813	  0.010	 -0.200
       6:08.820	  0.040	 -0.200
       6:08.828	  0.020	 -0.190
       6:08.836	  0.010	 -0.190
       6:08.844	  0.040	 -0.150
       6:08.852	  0.080	 -0.090
       6:08.859	  0.070	 -0.120
       6:08.867	  0.100	 -0.070
       6:08.875	  0.110	 -0.020
       6:08.883	  0.200	  0.200
       6:08.891	  0.170	  0.170
       6:08.898	  0.080	  0.190
       6:08.906	  0.050	  0.170
       6:08.914	 -0.080	  0.030
       6:08.922	 -0.110	  0.010
       6:08.930	 -0.090	 -0.020
       6:08.938	 -0.090	 -0.120
       6:08.945	 -0.080	 -0.250
       6:08.953	 -0.080	 -0.280
       6:08.961	 -0.090	 -0.240
       6:08.969	 -0.080	 -0.220
       6:08.977	 -0.070	 -0.310
       6:08.984	  0.050	 -0.340
       6:08.992	  0.450	  0.880
       6:09.000	  0.790	  3.980
       6:09.008	 -1.160	  5.110
       6:09.016	 -2.060	  5.000
       6:09.023	 -1.780	  1.190
       6:09.031	 -1.330	 -0.660
       6:09.039	 -0.490	 -0.460
       6:09.047	 -0.130	 -0.270
       6:09.055	 -0.020	 -0.360
       6:09.063	 -0.010	 -0.410
       6:09.070	  0.020	 -0.390
       6:09.078	  0.050	 -0.380
       6:09.086	  0.060	 -0.390
       6:09.094	  0.080	 -0.400
       6:09.102	  0.080	 -0.360
       6:09.109	  0.100	 -0.360
       6:09.117	  0.120	 -0.370
       6:09.125	  0.130	 -0.360
       6:09.133	  0.140	 -0.330
       6:09.141	  0.160	 -0.340
       6:09.148	  0.170	 -0.330
       6:09.156	  0.190	 -0.340
       6:09.164	  0.190	 -0.260
       6:09.172	  0.230	 -0.340
       6:09.180	  0.250	 -0.320
       6:09.188	  0.250	 -0.290
       6:09.195	  0.280	 -0.320
       6:09.203	  0.280	 -0.340
       6:09.211	  0.280	 -0.330
       6:09.219	  0.290	 -0.340
       6:09.227	  0.270	 -0.380
       6:09.234	  0.240	 -0.420
       6:09.242	  0.220	 -0.430
       6:09.250	  0.180	 -0.440
       6:09.258	  0.150	 -0.430
       6:09.266	  0.100	 -0.390
       6:09.273	  0.070	 -0.260
       6:09.281	  0.070	 -0.250
       6:09.289	  0.050	 -0.200
       6:09.297	  0.050	 -0.120
       6:09.305	  0.050	 -0.100
       6:09.313	  0.060	 -0.110
       6:09.320	  0.070	 -0.110
       6:09.328	  0.060	 -0.100
       6:09.336	  0.060	 -0.110
       6:09.344	  0.080	 -0.130
       6:09.352	  0.060	 -0.120
       6:09.359	  0.070	 -0.090
       6:09.367	  0.080	 -0.160
       6:09.375	  0.070	 -0.150
       6:09.383	  0.070	 -0.080
       6:09.391	  0.080	 -0.190
       6:09.398	  0.080	 -0.180
       6:09.406	  0.080	 -0.180
       6:09.414	  0.090	 -0.170
       6:09.422	  0.090	 -0.180
       6:09.430	  0.090	 -0.200
       6:09.438	  0.090	 -0.180
       6:09.445	  0.090	 -0.190
       6:09.453	  0.090	 -0.210
       6:09.461	  0.070	 -0.210
       6:09.469	  0.060	 -0.160
       6:09.477	  0.060	 -0.200
       6:09.484	  0.050	 -0.190
       6:09.492	  0.030	 -0.200
       6:09.500	  0.010	 -0.180
       6:09.508	  0.020	 -0.130
       6:09.516	 -0.010	 -0.240
       6:09.523	  0.000	 -0.170
       6:09.531	  0.000	 -0.170
       6:09.539	 -0.010	 -0.200
       6:09.547	  0.000	 -0.180
       6:09.555	 -0.010	 -0.180
       6:09.563	  0.000	 -0.190
       6:09.570	 -0.010	 -0.180
       6:09.578	  0.000	 -0.120
       6:09.586	  0.060	 -0.090
       6:09.594	  0.020	 -0.100
       6:09.602	  0.080	 -0.040
       6:09.609	  0.080	  0.040
       6:09.617	  0.180	  0.250
       6:09.625	  0.090	  0.180
       6:09.633	  0.020	  0.240
       6:09.641	 -0.020	  0.120
       6:09.648	 -0.130	  0.040
       6:09.656	 -0.140	  0.030
       6:09.664	 -0.130	 -0.030
       6:09.672	 -0.100	 -0.180
       6:09.680	 -0.090	 -0.210
       6:09.688	 -0.110	 -0.220
       6:09.695	 -0.110	 -0.200
       6:09.703	 -0.100	 -0.210
       6:09.711	 -0.100	 -0.390
       6:09.719	  0.200	  0.150
       6:09.727	  0.460	  2.000
       6:09.734	  0.560	  5.110
       6:09.742	 -1.820	  5.110
       6:09.750	 -2.070	  3.800
       6:09.758	 -1.300	 -0.470
       6:09.766	 -0.960	 -0.430
       6:09.773	 -0.380	 -0.290
       6:09.781	 -0.040	 -0.280
       6:09.789	 -0.030	 -0.350
       6:09.797	 -0.020	 -0.320
       6:09.805	 -0.010	 -0.400
       6:09.813	  0.040	 -0.380
       6:09.820	  0.020	 -0.380
       6:09.828	  0.050	 -0.380
       6:09.836	  0.080	 -0.360
       6:09.844	  0.090	 -0.350
       6:09.852	  0.090	 -0.360
       6:09.859	  0.090	 -0.330
       6:09.867	  0.120	 -0.330
       6:09.875	  0.130	 -0.340
       6:09.883	  0.140	 -0.310
       6:09.891	  0.170	 -0.340
       6:09.898	  0.180	 -0.330
       6:09.906	  0.190	 -0.320
       6:09.914	  0.200	 -0.320
       6:09.922	  0.220	 -0.320
       6:09.930	  0.240	 -0.350
       6:09.938	  0.230	 -0.350
       6:09.945	  0.220	 -0.360
       6:09.953	  0.230	 -0.400
       6:09.961	  0.210	 -0.430
       6:09.969	  0.180	 -0.470
       6:09.977	  0.150	 -0.460
       6:09.984	  0.120	 -0.480
       6:09.992	  0.090	 -0.460
       6:10.000	  0.080	 -0.380
       6:10.008	  0.060	 -0.290
       6:10.016	  0.030	 -0.240
       6:10.023	  0.040	 -0.190
       6:10.031	  0.040	 -0.100
       6:10.039	  0.050	 -0.090
       6:10.047	  0.050	 -0.090
       6:10.055	  0.040	 -0.150
       6:10.063	  0.080	 -0.090
       6:10.070	  0.060	 -0.140
       6:10.078	  0.070	 -0.120
       6:10.086	  0.060	 -0.100
       6:10.094	  0.050	 -0.090
       6:10.102	  0.070	 -0.150
       6:10.109	  0.060	 -0.140
       6:10.117	  0.060	 -0.140
       6:10.125	  0.070	 -0.140
       6:10.133	  0.080	 -0.180
       6:10.141	  0.070	 -0.140
       6:10.148	  0.090	 -0.170
       6:10.156	  0.090	 -0.190
       6:10.164	  0.070	 -0.190
       6:10.172	  0.060	 -0.180
       6:10.180	  0.050	 -0.190
       6:10.188	  0.050	 -0.210
       6:10.195	  0.050	 -0.170
       6:10.203	  0.050	 -0.190
       6:10.211	  0.030	 -0.180
       6:10.219	  0.020	 -0.220
       6:10.227	  0.010	 -0.170
       6:10.234	  0.010	 -0.200
       6:10.242	  0.020	 -0.210
       6:10.250	  0.000	 -0.230
       6:10.258	  0.010	 -0.180
       6:10.266	 -0.010	 -0.210
       6:10.273	 -0.040	 -0.190
       6:10.281	 -0.020	 -0.170
       6:10.289	  0.010	 -0.160
       6:10.297	  0.060	 -0.120
       6:10.305	  0.000	 -0.070
       6:10.313	  0.080	 -0.050
       6:10.320	  0.050	  0.020
       6:10.328	  0.170	  0.200
       6:10.336	  0.070	  0.150
       6:10.344	  0.010	  0.180
       6:10.352	 -0.020	  0.110
       6:10.359	 -0.120	  0.010
       6:10.367	 -0.150	 -0.020
       6:10.375	 -0.120	 -0.060
       6:10.383	 -0.110	 -0.190
       6:10.391	 -0.140	 -0.220
       6:10.398	 -0.120	 -0.170
       6:10.406	 -0.110	 -0.250
       6:10.414	 -0.120	 -0.230
       6:10.422	 -0.130	 -0.370
       6:10.430	  0.190	  0.310
       6:10.438	  0.530	  2.260
       6:10.445	  0.550	  5.110
       6:10.453	 -1.500	  5.110
       6:10.461	 -1.690	  3.500
       6:10.469	 -1.240	 -0.590
       6:10.477	 -0.840	 -0.460
       6:10.484	 -0.510	 -0.350
       6:10.492	 -0.090	 -0.280
       6:10.500	 -0.100	 -0.350
       6:10.508	 -0.070	 -0.330
       6:10.516	  0.000	 -0.370
       6:10.523	 -0.010	 -0.370
       6:10.531	  0.010	 -0.360
       6:10.539	  0.030	 -0.350
       6:10.547	  0.040	 -0.350
       6:10.555	  0.030	 -0.350
       6:10.563	  0.050	 -0.330
       6:10.570	  0.060	 -0.260
       6:10.578	  0.070	 -0.370
       6:10.586	  0.090	 -0.290
       6:10.594	  0.090	 -0.300
       6:10.602	  0.110	 -0.290
       6:10.609	  0.120	 -0.310
       6:10.617	  0.150	 -0.250
       6:10.625	  0.150	 -0.270
       6:10.633	  0.160	 -0.290
       6:10.641	  0.170	 -0.280
       6:10.648	  0.170	 -0.230
       6:10.656	  0.170	 -0.280
       6:10.664	  0.170	 -0.290
       6:10.672	  0.160	 -0.320
       6:10.680	  0.150	 -0.330
       6:10.688	  0.110	 -0.380
       6:10.695	  0.080	 -0.370
       6:10.703	  0.080	 -0.290
       6:10.711	  0.060	 -0.270
       6:10.719	  0.040	 -0.230
       6:10.727	  0.020	 -0.160
       6:10.734	  0.000	 -0.140
       6:10.742	 -0.010	 -0.090
       6:10.750	  0.000	 -0.190
       6:10.758	 -0.020	 -0.150
       6:10.766	 -0.010	 -0.150
       6:10.773	  0.000	 -0.200
       6:10.781	 -0.010	 -0.170
       6:10.789	 -0.010	 -0.200
       6:10.797	  0.010	 -0.220
       6:10.805	  0.000	 -0.240
       6:10.813	  0.000	 -0.220
       6:10.820	  0.020	 -0.240
       6:10.828	  0.010	 -0.250
       6:10.836	  0.010	 -0.260
       6:10.844	  0.020	 -0.230
       6:10.852	  0.010	 -0.240
       6:10.859	  0.000	 -0.240
       6:10.867	  0.000	 -0.220
       6:10.875	  0.010	 -0.230
       6:10.883	  0.010	 -0.220
       6:10.891	 -0.010	 -0.240
       6:10.898	 -0.020	 -0.210
       6:10.906	 -0.020	 -0.150
       6:10.914	 -0.030	 -0.260
       6:10.922	 -0.020	 -0.230
       6:10.930	 -0.020	 -0.230
       6:10.938	 -0.030	 -0.210
       6:10.945	 -0.030	 -0.290
       6:10.953	 -0.030	 -0.220
       6:10.961	 -0.020	 -0.220
       6:10.969	 -0.040	 -0.240
